year,quarter,nhs_health_board,location,admission_type,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay,pre_post_covid
2019,3,Lothian,S08000024,All Day cases,15815,0,0,15624,0,0,pre
2019,4,Lothian,S08000024,All Day cases,16112,0,0,15894,5,3.15e-4,pre
2020,1,Lothian,S08000024,All Day cases,15466,0,0,15268,0,0,post
2020,2,Lothian,S08000024,All Day cases,8914,0,0,8750,0,0,post
2020,3,Lothian,S08000024,All Day cases,11892,0,0,11738,0,0,post
2020,4,Lothian,S08000024,All Day cases,13795,0,0,13639,5,3.67e-4,post
2021,1,Lothian,S08000024,All Day cases,13604,0,0,13439,0,0,post
2021,2,Lothian,S08000024,All Day cases,14967,0,0,14785,0,0,post
2021,3,Lothian,S08000024,All Day cases,14661,0,0,14448,34,0.002353267,post
2021,4,Lothian,S08000024,All Day cases,14241,0,0,14018,67,0.004779569,post
2022,1,Lothian,S08000024,All Day cases,15272,0,0,14965,77,0.005145339,post
2022,2,Lothian,S08000024,All Day cases,15636,0,0,15355,82,0.00534028,post
2022,3,Lothian,S08000024,All Day cases,16216,0,0,15872,66,0.004158266,post
2017,3,Lothian,S314H,All Day cases,1789,0,0,1749,0,0,pre
2017,4,Lothian,S314H,All Day cases,1782,0,0,1738,0,0,pre
2018,1,Lothian,S314H,All Day cases,1670,0,0,1615,0,0,pre
2018,2,Lothian,S314H,All Day cases,1871,0,0,1811,0,0,pre
2018,3,Lothian,S314H,All Day cases,1791,0,0,1737,0,0,pre
2018,4,Lothian,S314H,All Day cases,1859,0,0,1802,0,0,pre
2019,1,Lothian,S314H,All Day cases,1799,0,0,1742,0,0,pre
2019,2,Lothian,S314H,All Day cases,1891,0,0,1819,0,0,pre
2019,3,Lothian,S314H,All Day cases,1894,0,0,1813,0,0,pre
2019,4,Lothian,S314H,All Day cases,1949,0,0,1873,0,0,pre
2020,1,Lothian,S314H,All Day cases,1775,0,0,1696,0,0,post
2020,2,Lothian,S314H,All Day cases,695,0,0,657,0,0,post
2020,3,Lothian,S314H,All Day cases,1284,0,0,1238,0,0,post
2020,4,Lothian,S314H,All Day cases,1382,0,0,1329,0,0,post
2021,1,Lothian,S314H,All Day cases,1320,0,0,1260,0,0,post
2021,2,Lothian,S314H,All Day cases,1477,0,0,1416,0,0,post
2021,3,Lothian,S314H,All Day cases,1412,0,0,1365,0,0,post
2021,4,Lothian,S314H,All Day cases,1263,0,0,1223,0,0,post
2022,1,Lothian,S314H,All Day cases,1319,0,0,1256,0,0,post
2022,2,Lothian,S314H,All Day cases,1352,0,0,1299,0,0,post
2022,3,Lothian,S314H,All Day cases,1479,0,0,1425,0,0,post
2017,3,Lothian,S308H,All Day cases,3252,0,0,3221,0,0,pre
2017,4,Lothian,S308H,All Day cases,3267,0,0,3254,0,0,pre
2018,1,Lothian,S308H,All Day cases,3164,0,0,3148,0,0,pre
2018,2,Lothian,S308H,All Day cases,3465,0,0,3447,0,0,pre
2018,3,Lothian,S308H,All Day cases,3373,0,0,3357,0,0,pre
2018,4,Lothian,S308H,All Day cases,3206,0,0,3191,0,0,pre
2019,1,Lothian,S308H,All Day cases,3305,0,0,3291,0,0,pre
2019,2,Lothian,S308H,All Day cases,3481,0,0,3465,0,0,pre
2019,3,Lothian,S308H,All Day cases,3576,0,0,3566,0,0,pre
2019,4,Lothian,S308H,All Day cases,3863,0,0,3849,0,0,pre
2020,1,Lothian,S308H,All Day cases,4087,0,0,4067,0,0,post
2020,2,Lothian,S308H,All Day cases,2098,0,0,2079,0,0,post
2020,3,Lothian,S308H,All Day cases,2945,0,0,2914,0,0,post
2020,4,Lothian,S308H,All Day cases,3374,0,0,3357,0,0,post
2021,1,Lothian,S308H,All Day cases,3325,0,0,3314,0,0,post
2021,2,Lothian,S308H,All Day cases,3719,0,0,3707,0,0,post
2021,3,Lothian,S308H,All Day cases,3730,0,0,3683,18,0.00488732,post
2021,4,Lothian,S308H,All Day cases,3567,0,0,3531,18,0.005097706,post
2022,1,Lothian,S308H,All Day cases,3934,0,0,3892,23,0.005909558,post
2022,2,Lothian,S308H,All Day cases,4015,0,0,3976,26,0.006539235,post
2022,3,Lothian,S308H,All Day cases,4020,0,0,3979,13,0.003267153,post
2017,3,Lothian,S116H,All Day cases,7754,0,0,7690,0,0,pre
2017,4,Lothian,S116H,All Day cases,7751,0,0,7686,0,0,pre
2018,1,Lothian,S116H,All Day cases,7822,0,0,7754,0,0,pre
2018,2,Lothian,S116H,All Day cases,8141,0,0,8061,0,0,pre
2018,3,Lothian,S116H,All Day cases,8106,0,0,8027,0,0,pre
2018,4,Lothian,S116H,All Day cases,8165,0,0,8075,0,0,pre
2019,1,Lothian,S116H,All Day cases,8137,0,0,8045,0,0,pre
2019,2,Lothian,S116H,All Day cases,8432,0,0,8342,0,0,pre
2019,3,Lothian,S116H,All Day cases,8172,0,0,8085,0,0,pre
2019,4,Lothian,S116H,All Day cases,8044,0,0,7932,0,0,pre
2020,1,Lothian,S116H,All Day cases,7437,0,0,7347,0,0,post
2020,2,Lothian,S116H,All Day cases,5296,0,0,5207,0,0,post
2020,3,Lothian,S116H,All Day cases,6007,0,0,5939,0,0,post
2020,4,Lothian,S116H,All Day cases,6964,0,0,6886,0,0,post
2021,1,Lothian,S116H,All Day cases,7006,0,0,6927,0,0,post
2021,2,Lothian,S116H,All Day cases,7652,0,0,7558,0,0,post
2021,3,Lothian,S116H,All Day cases,7544,0,0,7451,6,8.05e-4,post
2021,4,Lothian,S116H,All Day cases,7740,0,0,7636,12,0.001571503,post
2022,1,Lothian,S116H,All Day cases,8056,0,0,7912,16,0.002022245,post
2022,2,Lothian,S116H,All Day cases,8210,0,0,8080,17,0.00210396,post
2022,3,Lothian,S116H,All Day cases,8560,0,0,8364,18,0.00215208,post
2017,3,Orkney,S08000025,All Day cases,423,0,0,419,0,0,pre
2017,4,Orkney,S08000025,All Day cases,518,0,0,518,0,0,pre
2018,1,Orkney,S08000025,All Day cases,557,0,0,552,0,0,pre
2018,2,Orkney,S08000025,All Day cases,511,0,0,508,0,0,pre
2018,3,Orkney,S08000025,All Day cases,543,0,0,541,0,0,pre
2018,4,Orkney,S08000025,All Day cases,597,0,0,589,0,0,pre
2019,1,Orkney,S08000025,All Day cases,595,0,0,590,0,0,pre
2019,2,Orkney,S08000025,All Day cases,608,0,0,601,0,0,pre
2019,3,Orkney,S08000025,All Day cases,766,0,0,762,0,0,pre
2019,4,Orkney,S08000025,All Day cases,752,0,0,747,0,0,pre
2020,1,Orkney,S08000025,All Day cases,663,0,0,658,0,0,post
2020,2,Orkney,S08000025,All Day cases,413,0,0,410,0,0,post
2020,3,Orkney,S08000025,All Day cases,592,0,0,591,0,0,post
2020,4,Orkney,S08000025,All Day cases,655,0,0,653,0,0,post
2021,1,Orkney,S08000025,All Day cases,643,0,0,637,0,0,post
2021,2,Orkney,S08000025,All Day cases,671,0,0,659,0,0,post
2021,3,Orkney,S08000025,All Day cases,720,0,0,715,0,0,post
2021,4,Orkney,S08000025,All Day cases,753,0,0,751,0,0,post
2022,1,Orkney,S08000025,All Day cases,784,0,0,781,0,0,post
2022,2,Orkney,S08000025,All Day cases,767,0,0,766,0,0,post
2022,3,Orkney,S08000025,All Day cases,676,0,0,672,0,0,post
2017,3,Orkney,R103H,All Day cases,423,0,0,419,0,0,pre
2017,4,Orkney,R103H,All Day cases,518,0,0,518,0,0,pre
2018,1,Orkney,R103H,All Day cases,557,0,0,552,0,0,pre
2018,2,Orkney,R103H,All Day cases,511,0,0,508,0,0,pre
2018,3,Orkney,R103H,All Day cases,543,0,0,541,0,0,pre
2018,4,Orkney,R103H,All Day cases,597,0,0,589,0,0,pre
2019,1,Orkney,R103H,All Day cases,595,0,0,590,0,0,pre
2019,2,Orkney,R103H,All Day cases,608,0,0,601,0,0,pre
2019,3,Orkney,R103H,All Day cases,766,0,0,762,0,0,pre
2019,4,Orkney,R103H,All Day cases,752,0,0,747,0,0,pre
2020,1,Orkney,R103H,All Day cases,663,0,0,658,0,0,post
2020,2,Orkney,R103H,All Day cases,413,0,0,410,0,0,post
2020,3,Orkney,R103H,All Day cases,592,0,0,591,0,0,post
2020,4,Orkney,R103H,All Day cases,655,0,0,653,0,0,post
2021,1,Orkney,R103H,All Day cases,643,0,0,637,0,0,post
2021,2,Orkney,R103H,All Day cases,671,0,0,659,0,0,post
2021,3,Orkney,R103H,All Day cases,720,0,0,715,0,0,post
2021,4,Orkney,R103H,All Day cases,753,0,0,751,0,0,post
2022,1,Orkney,R103H,All Day cases,784,0,0,781,0,0,post
2022,2,Orkney,R103H,All Day cases,767,0,0,766,0,0,post
2022,3,Orkney,R103H,All Day cases,676,0,0,672,0,0,post
2017,3,Shetland,Z102H,All Day cases,622,0,0,616,0,0,pre
2017,4,Shetland,Z102H,All Day cases,584,0,0,584,0,0,pre
2018,1,Shetland,Z102H,All Day cases,552,0,0,551,0,0,pre
2018,2,Shetland,Z102H,All Day cases,648,0,0,647,0,0,pre
2018,3,Shetland,Z102H,All Day cases,625,0,0,624,0,0,pre
2018,4,Shetland,Z102H,All Day cases,612,0,0,612,0,0,pre
2019,1,Shetland,Z102H,All Day cases,638,0,0,635,0,0,pre
2019,2,Shetland,Z102H,All Day cases,608,0,0,605,0,0,pre
2019,3,Shetland,Z102H,All Day cases,543,0,0,541,0,0,pre
2019,4,Shetland,Z102H,All Day cases,624,0,0,624,0,0,pre
2020,1,Shetland,Z102H,All Day cases,554,0,0,553,0,0,post
2020,2,Shetland,Z102H,All Day cases,151,0,0,151,0,0,post
2020,3,Shetland,Z102H,All Day cases,308,0,0,306,0,0,post
2020,4,Shetland,Z102H,All Day cases,350,0,0,347,0,0,post
2021,1,Shetland,Z102H,All Day cases,418,0,0,418,0,0,post
2021,2,Shetland,Z102H,All Day cases,478,0,0,478,0,0,post
2021,3,Shetland,Z102H,All Day cases,371,0,0,368,0,0,post
2021,4,Shetland,Z102H,All Day cases,464,0,0,462,0,0,post
2022,1,Shetland,Z102H,All Day cases,555,0,0,553,0,0,post
2022,2,Shetland,Z102H,All Day cases,457,0,0,457,0,0,post
2022,3,Shetland,Z102H,All Day cases,411,0,0,408,0,0,post
2017,3,Shetland,S08000026,All Day cases,622,0,0,616,0,0,pre
2017,4,Shetland,S08000026,All Day cases,584,0,0,584,0,0,pre
2018,1,Shetland,S08000026,All Day cases,552,0,0,551,0,0,pre
2018,2,Shetland,S08000026,All Day cases,648,0,0,647,0,0,pre
2018,3,Shetland,S08000026,All Day cases,625,0,0,624,0,0,pre
2018,4,Shetland,S08000026,All Day cases,612,0,0,612,0,0,pre
2019,1,Shetland,S08000026,All Day cases,638,0,0,635,0,0,pre
2019,2,Shetland,S08000026,All Day cases,608,0,0,605,0,0,pre
2019,3,Shetland,S08000026,All Day cases,543,0,0,541,0,0,pre
2019,4,Shetland,S08000026,All Day cases,624,0,0,624,0,0,pre
2020,1,Shetland,S08000026,All Day cases,554,0,0,553,0,0,post
2020,2,Shetland,S08000026,All Day cases,151,0,0,151,0,0,post
2020,3,Shetland,S08000026,All Day cases,308,0,0,306,0,0,post
2020,4,Shetland,S08000026,All Day cases,350,0,0,347,0,0,post
2021,1,Shetland,S08000026,All Day cases,418,0,0,418,0,0,post
2021,2,Shetland,S08000026,All Day cases,478,0,0,478,0,0,post
2021,3,Shetland,S08000026,All Day cases,371,0,0,368,0,0,post
2021,4,Shetland,S08000026,All Day cases,464,0,0,462,0,0,post
2022,1,Shetland,S08000026,All Day cases,555,0,0,553,0,0,post
2022,2,Shetland,S08000026,All Day cases,457,0,0,457,0,0,post
2022,3,Shetland,S08000026,All Day cases,411,0,0,408,0,0,post
2017,3,Tayside,S08000030,All Day cases,3022,0,0,2997,0,0,pre
2017,4,Tayside,S08000030,All Day cases,3060,0,0,3028,0,0,pre
2018,1,Tayside,S08000030,All Day cases,3207,0,0,3178,0,0,pre
2018,2,Tayside,S08000030,All Day cases,3439,0,0,3415,0,0,pre
2018,3,Tayside,S08000030,All Day cases,2947,0,0,2920,0,0,pre
2018,4,Tayside,S08000030,All Day cases,3139,0,0,3100,0,0,pre
2019,1,Tayside,S08000030,All Day cases,3577,0,0,3551,0,0,pre
2019,2,Tayside,S08000030,All Day cases,3728,0,0,3696,0,0,pre
2019,3,Tayside,S08000030,All Day cases,3651,0,0,3626,0,0,pre
2019,4,Tayside,S08000030,All Day cases,3685,0,0,3654,0,0,pre
2020,1,Tayside,S08000030,All Day cases,4041,0,0,4009,0,0,post
2020,2,Tayside,S08000030,All Day cases,585,0,0,577,0,0,post
2020,3,Tayside,S08000030,All Day cases,2724,0,0,2711,0,0,post
2020,4,Tayside,S08000030,All Day cases,2885,0,0,2865,0,0,post
2021,1,Tayside,S08000030,All Day cases,2284,0,0,2270,0,0,post
2021,2,Tayside,S08000030,All Day cases,3019,0,0,2988,0,0,post
2021,3,Tayside,S08000030,All Day cases,2919,0,0,2878,0,0,post
2021,4,Tayside,S08000030,All Day cases,3049,0,0,3014,0,0,post
2022,1,Tayside,S08000030,All Day cases,3238,0,0,3211,0,0,post
2022,2,Tayside,S08000030,All Day cases,3380,0,0,3342,0,0,post
2022,3,Tayside,S08000030,All Day cases,3554,0,0,3520,0,0,post
2017,3,Tayside,T101H,All Day cases,1907,0,0,1885,0,0,pre
2017,4,Tayside,T101H,All Day cases,1888,0,0,1863,0,0,pre
2018,1,Tayside,T101H,All Day cases,1871,0,0,1847,0,0,pre
2018,2,Tayside,T101H,All Day cases,2169,0,0,2147,0,0,pre
2018,3,Tayside,T101H,All Day cases,1954,0,0,1936,0,0,pre
2018,4,Tayside,T101H,All Day cases,1904,0,0,1874,0,0,pre
2019,1,Tayside,T101H,All Day cases,2110,0,0,2087,0,0,pre
2019,2,Tayside,T101H,All Day cases,2201,0,0,2176,0,0,pre
2019,3,Tayside,T101H,All Day cases,2202,0,0,2181,0,0,pre
2019,4,Tayside,T101H,All Day cases,1964,0,0,1938,0,0,pre
2020,1,Tayside,T101H,All Day cases,2388,0,0,2361,0,0,post
2020,2,Tayside,T101H,All Day cases,381,0,0,374,0,0,post
2020,3,Tayside,T101H,All Day cases,1376,0,0,1367,0,0,post
2020,4,Tayside,T101H,All Day cases,1678,0,0,1668,0,0,post
2021,1,Tayside,T101H,All Day cases,1288,0,0,1282,0,0,post
2021,2,Tayside,T101H,All Day cases,1905,0,0,1892,0,0,post
2021,3,Tayside,T101H,All Day cases,1738,0,0,1716,0,0,post
2021,4,Tayside,T101H,All Day cases,1785,0,0,1765,0,0,post
2022,1,Tayside,T101H,All Day cases,1966,0,0,1950,0,0,post
2022,2,Tayside,T101H,All Day cases,1896,0,0,1877,0,0,post
2022,3,Tayside,T101H,All Day cases,1947,0,0,1926,0,0,post
2017,3,Tayside,T202H,All Day cases,337,0,0,334,0,0,pre
2017,4,Tayside,T202H,All Day cases,359,0,0,354,0,0,pre
2018,1,Tayside,T202H,All Day cases,372,0,0,370,0,0,pre
2018,2,Tayside,T202H,All Day cases,419,0,0,420,0,0,pre
2018,3,Tayside,T202H,All Day cases,362,0,0,355,0,0,pre
2018,4,Tayside,T202H,All Day cases,496,0,0,490,0,0,pre
2019,1,Tayside,T202H,All Day cases,527,0,0,525,0,0,pre
2019,2,Tayside,T202H,All Day cases,501,0,0,495,0,0,pre
2019,3,Tayside,T202H,All Day cases,491,0,0,490,0,0,pre
2019,4,Tayside,T202H,All Day cases,620,0,0,618,0,0,pre
2020,1,Tayside,T202H,All Day cases,542,0,0,535,0,0,post
2020,2,Tayside,T202H,All Day cases,193,0,0,190,0,0,post
2020,3,Tayside,T202H,All Day cases,547,0,0,543,0,0,post
2020,4,Tayside,T202H,All Day cases,579,0,0,570,0,0,post
2021,1,Tayside,T202H,All Day cases,518,0,0,510,0,0,post
2021,2,Tayside,T202H,All Day cases,537,0,0,520,0,0,post
2021,3,Tayside,T202H,All Day cases,529,0,0,510,0,0,post
2021,4,Tayside,T202H,All Day cases,601,0,0,586,0,0,post
2022,1,Tayside,T202H,All Day cases,565,0,0,556,0,0,post
2022,2,Tayside,T202H,All Day cases,604,0,0,586,0,0,post
2022,3,Tayside,T202H,All Day cases,657,0,0,646,0,0,post
2017,3,Tayside,T312H,All Day cases,778,0,0,778,0,0,pre
2017,4,Tayside,T312H,All Day cases,813,0,0,811,0,0,pre
2018,1,Tayside,T312H,All Day cases,964,0,0,965,0,0,pre
2018,2,Tayside,T312H,All Day cases,851,0,0,850,0,0,pre
2018,3,Tayside,T312H,All Day cases,631,0,0,630,0,0,pre
2018,4,Tayside,T312H,All Day cases,739,0,0,736,0,0,pre
2019,1,Tayside,T312H,All Day cases,940,0,0,939,0,0,pre
2019,2,Tayside,T312H,All Day cases,1026,0,0,1025,0,0,pre
2019,3,Tayside,T312H,All Day cases,958,0,0,955,0,0,pre
2019,4,Tayside,T312H,All Day cases,1099,0,0,1098,0,0,pre
2020,1,Tayside,T312H,All Day cases,1111,0,0,1110,0,0,post
2020,2,Tayside,T312H,All Day cases,10,0,0,10,0,0,post
2020,3,Tayside,T312H,All Day cases,801,0,0,801,0,0,post
2020,4,Tayside,T312H,All Day cases,628,0,0,630,0,0,post
2021,1,Tayside,T312H,All Day cases,478,0,0,478,0,0,post
2021,2,Tayside,T312H,All Day cases,577,0,0,575,0,0,post
2021,3,Tayside,T312H,All Day cases,652,0,0,652,0,0,post
2021,4,Tayside,T312H,All Day cases,663,0,0,663,0,0,post
2022,1,Tayside,T312H,All Day cases,707,0,0,705,0,0,post
2022,2,Tayside,T312H,All Day cases,880,0,0,879,0,0,post
2022,3,Tayside,T312H,All Day cases,950,0,0,948,0,0,post
2017,3,Western Isles,S08000028,All Day cases,579,0,0,577,0,0,pre
2017,4,Western Isles,S08000028,All Day cases,594,0,0,593,0,0,pre
2018,1,Western Isles,S08000028,All Day cases,576,0,0,573,0,0,pre
2018,2,Western Isles,S08000028,All Day cases,614,0,0,610,0,0,pre
2018,3,Western Isles,S08000028,All Day cases,465,0,0,465,0,0,pre
2018,4,Western Isles,S08000028,All Day cases,386,0,0,386,0,0,pre
2019,1,Western Isles,S08000028,All Day cases,493,0,0,493,0,0,pre
2019,2,Western Isles,S08000028,All Day cases,689,0,0,686,0,0,pre
2019,3,Western Isles,S08000028,All Day cases,625,0,0,622,0,0,pre
2019,4,Western Isles,S08000028,All Day cases,667,0,0,658,0,0,pre
2020,1,Western Isles,S08000028,All Day cases,581,0,0,580,0,0,post
2020,2,Western Isles,S08000028,All Day cases,129,0,0,129,0,0,post
2020,3,Western Isles,S08000028,All Day cases,404,0,0,402,0,0,post
2020,4,Western Isles,S08000028,All Day cases,497,0,0,494,0,0,post
2021,1,Western Isles,S08000028,All Day cases,356,0,0,353,0,0,post
2021,2,Western Isles,S08000028,All Day cases,477,0,0,476,0,0,post
2021,3,Western Isles,S08000028,All Day cases,448,0,0,438,0,0,post
2021,4,Western Isles,S08000028,All Day cases,466,0,0,463,0,0,post
2022,1,Western Isles,S08000028,All Day cases,460,0,0,456,0,0,post
2022,2,Western Isles,S08000028,All Day cases,387,0,0,377,0,0,post
2022,3,Western Isles,S08000028,All Day cases,562,0,0,556,0,0,post
2017,3,Western Isles,W107H,All Day cases,530,0,0,527,0,0,pre
2017,4,Western Isles,W107H,All Day cases,556,0,0,555,0,0,pre
2018,1,Western Isles,W107H,All Day cases,515,0,0,513,0,0,pre
2018,2,Western Isles,W107H,All Day cases,556,0,0,553,0,0,pre
2018,3,Western Isles,W107H,All Day cases,441,0,0,441,0,0,pre
2018,4,Western Isles,W107H,All Day cases,370,0,0,370,0,0,pre
2019,1,Western Isles,W107H,All Day cases,450,0,0,451,0,0,pre
2019,2,Western Isles,W107H,All Day cases,625,0,0,624,0,0,pre
2019,3,Western Isles,W107H,All Day cases,550,0,0,548,0,0,pre
2019,4,Western Isles,W107H,All Day cases,615,0,0,605,0,0,pre
2020,1,Western Isles,W107H,All Day cases,525,0,0,524,0,0,post
2020,2,Western Isles,W107H,All Day cases,129,0,0,129,0,0,post
2020,3,Western Isles,W107H,All Day cases,404,0,0,402,0,0,post
2020,4,Western Isles,W107H,All Day cases,490,0,0,485,0,0,post
2021,1,Western Isles,W107H,All Day cases,335,0,0,333,0,0,post
2021,2,Western Isles,W107H,All Day cases,455,0,0,454,0,0,post
2021,3,Western Isles,W107H,All Day cases,424,0,0,414,0,0,post
2021,4,Western Isles,W107H,All Day cases,454,0,0,451,0,0,post
2022,1,Western Isles,W107H,All Day cases,443,0,0,439,0,0,post
2022,2,Western Isles,W107H,All Day cases,367,0,0,357,0,0,post
2022,3,Western Isles,W107H,All Day cases,535,0,0,530,0,0,post
2017,3,S27000001,S27000001,All Day cases,238,0,0,238,0,0,pre
2017,4,S27000001,S27000001,All Day cases,644,0,0,644,0,0,pre
2018,1,S27000001,S27000001,All Day cases,1227,0,0,1227,0,0,pre
2018,2,S27000001,S27000001,All Day cases,657,0,0,657,0,0,pre
2018,3,S27000001,S27000001,All Day cases,197,0,0,197,0,0,pre
2018,4,S27000001,S27000001,All Day cases,442,0,0,441,0,0,pre
2019,1,S27000001,S27000001,All Day cases,980,0,0,980,0,0,pre
2019,2,S27000001,S27000001,All Day cases,842,0,0,840,0,0,pre
2019,3,S27000001,S27000001,All Day cases,1125,0,0,1125,0,0,pre
2019,4,S27000001,S27000001,All Day cases,462,0,0,462,0,0,pre
2020,1,S27000001,S27000001,All Day cases,626,0,0,625,0,0,post
2020,2,S27000001,S27000001,All Day cases,639,0,0,638,0,0,post
2020,3,S27000001,S27000001,All Day cases,695,0,0,693,0,0,post
2020,4,S27000001,S27000001,All Day cases,228,0,0,228,0,0,post
2021,1,S27000001,S27000001,All Day cases,1019,0,0,1019,0,0,post
2021,2,S27000001,S27000001,All Day cases,478,0,0,478,0,0,post
2021,3,S27000001,S27000001,All Day cases,440,0,0,439,0,0,post
2021,4,S27000001,S27000001,All Day cases,502,0,0,502,0,0,post
2022,1,S27000001,S27000001,All Day cases,828,0,0,827,0,0,post
2022,2,S27000001,S27000001,All Day cases,846,0,0,846,0,0,post
2022,3,S27000001,S27000001,All Day cases,746,0,0,746,0,0,post
2017,3,All of Scotland,S92000003,All Day cases,106924,0,0,105185,5,4.75e-5,pre
2017,4,All of Scotland,S92000003,All Day cases,107830,0,0,106018,10,9.43e-5,pre
2018,1,All of Scotland,S92000003,All Day cases,105272,0,0,103517,6,5.8e-5,pre
2018,2,All of Scotland,S92000003,All Day cases,110234,0,0,108495,5,4.61e-5,pre
2018,3,All of Scotland,S92000003,All Day cases,106475,0,0,104563,9,8.61e-5,pre
2018,4,All of Scotland,S92000003,All Day cases,109596,0,0,107543,11,1.02e-4,pre
2019,1,All of Scotland,S92000003,All Day cases,114280,0,0,112074,14,1.25e-4,pre
2019,2,All of Scotland,S92000003,All Day cases,112779,0,0,110490,22,1.99e-4,pre
2019,3,All of Scotland,S92000003,All Day cases,113144,0,0,110949,8,7.21e-5,pre
2019,4,All of Scotland,S92000003,All Day cases,113958,0,0,111916,10,8.94e-5,pre
2020,1,All of Scotland,S92000003,All Day cases,106540,0,0,104570,5,4.78e-5,post
2020,2,All of Scotland,S92000003,All Day cases,37499,0,0,36643,0,0,post
2020,3,All of Scotland,S92000003,All Day cases,68996,0,0,67535,5,7.4e-5,post
2020,4,All of Scotland,S92000003,All Day cases,82898,0,0,81331,5,6.15e-5,post
2021,1,All of Scotland,S92000003,All Day cases,77835,0,0,76463,0,0,post
2021,2,All of Scotland,S92000003,All Day cases,93528,0,0,91592,5,5.46e-5,post
2021,3,All of Scotland,S92000003,All Day cases,91825,0,0,90021,38,4.22e-4,post
2021,4,All of Scotland,S92000003,All Day cases,92996,0,0,91254,70,7.67e-4,post
2022,1,All of Scotland,S92000003,All Day cases,95149,0,0,93485,77,8.24e-4,post
2022,2,All of Scotland,S92000003,All Day cases,99044,0,0,97343,84,8.63e-4,post
2022,3,All of Scotland,S92000003,All Day cases,102105,0,0,100334,69,6.88e-4,post
2017,3,SB0801,D102H,All Inpatients,4194,11525,2.747973295,2176,10484,4.818014706,pre
2017,4,SB0801,D102H,All Inpatients,4356,12495,2.8684573,2301,12239,5.318991743,pre
2018,1,SB0801,D102H,All Inpatients,4254,12154,2.857075693,2250,11350,5.044444444,pre
2018,2,SB0801,D102H,All Inpatients,4493,12274,2.73180503,2305,11143,4.834273319,pre
2018,3,SB0801,D102H,All Inpatients,4670,12331,2.640471092,2413,11972,4.961458765,pre
2018,4,SB0801,D102H,All Inpatients,4397,12112,2.754605413,2396,10938,4.565108514,pre
2019,1,SB0801,D102H,All Inpatients,4501,11419,2.53699178,2382,10059,4.222921914,pre
2019,2,SB0801,D102H,All Inpatients,4469,11738,2.626538375,2225,10174,4.57258427,pre
2019,3,SB0801,D102H,All Inpatients,4368,11933,2.731913919,2143,10906,5.089127392,pre
2019,4,SB0801,D102H,All Inpatients,4365,12155,2.78465063,2116,11105,5.248109641,pre
2020,1,SB0801,D102H,All Inpatients,4134,10829,2.619496855,1961,9838,5.016828149,post
2020,2,SB0801,D102H,All Inpatients,2728,8111,2.973240469,952,6087,6.393907563,post
2020,3,SB0801,D102H,All Inpatients,3635,11930,3.281980743,1431,9673,6.759608665,post
2020,4,SB0801,D102H,All Inpatients,3800,11173,2.940263158,1954,9475,4.849027636,post
2021,1,SB0801,D102H,All Inpatients,4001,11688,2.921269683,1926,9257,4.806334372,post
2021,2,SB0801,D102H,All Inpatients,4253,12192,2.866682342,2003,10910,5.446829755,post
2021,3,SB0801,D102H,All Inpatients,4042,12062,2.984166254,1925,10144,5.26961039,post
2021,4,SB0801,D102H,All Inpatients,4139,12989,3.138197632,1941,9997,5.150437919,post
2022,1,SB0801,D102H,All Inpatients,3915,12139,3.10063857,1812,9304,5.134657837,post
2022,2,SB0801,D102H,All Inpatients,3964,12652,3.19172553,1893,9981,5.272583201,post
2022,3,SB0801,D102H,All Inpatients,3872,12418,3.207128099,1972,9496,4.815415822,post
2017,3,SB0801,SB0801,All Inpatients,4194,11525,2.747973295,2176,10484,4.818014706,pre
2017,4,SB0801,SB0801,All Inpatients,4356,12495,2.8684573,2301,12239,5.318991743,pre
2018,1,SB0801,SB0801,All Inpatients,4254,12154,2.857075693,2250,11350,5.044444444,pre
2018,2,SB0801,SB0801,All Inpatients,4493,12274,2.73180503,2305,11143,4.834273319,pre
2018,3,SB0801,SB0801,All Inpatients,4670,12331,2.640471092,2413,11972,4.961458765,pre
2018,4,SB0801,SB0801,All Inpatients,4397,12112,2.754605413,2396,10938,4.565108514,pre
2019,1,SB0801,SB0801,All Inpatients,4501,11419,2.53699178,2382,10059,4.222921914,pre
2019,2,SB0801,SB0801,All Inpatients,4469,11738,2.626538375,2225,10174,4.57258427,pre
2019,3,SB0801,SB0801,All Inpatients,4368,11933,2.731913919,2143,10906,5.089127392,pre
2019,4,SB0801,SB0801,All Inpatients,4365,12155,2.78465063,2116,11105,5.248109641,pre
2020,1,SB0801,SB0801,All Inpatients,4134,10829,2.619496855,1961,9838,5.016828149,post
2020,2,SB0801,SB0801,All Inpatients,2728,8111,2.973240469,952,6087,6.393907563,post
2020,3,SB0801,SB0801,All Inpatients,3635,11930,3.281980743,1431,9673,6.759608665,post
2020,4,SB0801,SB0801,All Inpatients,3800,11173,2.940263158,1954,9475,4.849027636,post
2021,1,SB0801,SB0801,All Inpatients,4001,11688,2.921269683,1926,9257,4.806334372,post
2021,2,SB0801,SB0801,All Inpatients,4253,12192,2.866682342,2003,10910,5.446829755,post
2021,3,SB0801,SB0801,All Inpatients,4042,12062,2.984166254,1925,10144,5.26961039,post
2021,4,SB0801,SB0801,All Inpatients,4139,12989,3.138197632,1941,9997,5.150437919,post
2022,1,SB0801,SB0801,All Inpatients,3915,12139,3.10063857,1812,9304,5.134657837,post
