Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2018Q4,"",S08000020,"",S08000020,d,All Inpatients,d,17544,78430,4.47047423620611,"",13234,91423,6.90819102312226,""
2019Q1,"",S08000020,"",S08000020,d,All Inpatients,d,17267,78576,4.55064574042972,"",13039,89126,6.83534013344582,""
2019Q2,"",S08000020,"",S08000020,d,All Inpatients,d,17577,80227,4.56431700517722,"",13388,87328,6.52285628921422,""
2019Q3,"",S08000020,"",S08000020,d,All Inpatients,d,17783,80203,4.51009390991396,"",13581,89562,6.59465429644356,""
2019Q4,"",S08000020,"",S08000020,d,All Inpatients,d,17652,85898,4.86619079990936,"",13452,95989,7.13566755872733,""
2020Q1,"",S08000020,"",S08000020,d,All Inpatients,d,16891,86914,5.1455804866497,"",12757,101178,7.93117504115388,""
2020Q2,"",S08000020,"",S08000020,d,All Inpatients,d,15475,55367,3.5778352180937,"",10401,63156,6.07210845111047,""
2020Q3,"",S08000020,"",S08000020,d,All Inpatients,d,15305,62484,4.08258738974191,"",11430,68968,6.0339457567804,""
2020Q4,"",S08000020,"",S08000020,d,All Inpatients,d,15322,68986,4.50241482835139,"",11522,74687,6.48212115952092,""
2021Q1,"",S08000020,"",S08000020,d,All Inpatients,d,14724,70596,4.79462102689487,"",10920,77535,7.10027472527473,""
2021Q2,"",S08000020,"",S08000020,d,All Inpatients,d,16365,72065,4.40360525511763,"",12414,80555,6.48904462703399,""
2021Q3,"",S08000020,"",S08000020,d,All Inpatients,d,16305,75491,4.62992946948789,"",12482,80670,6.4629065854831,""
2021Q4,"",S08000020,"",S08000020,d,All Inpatients,d,16191,78264,4.83379655364091,"",12117,87387,7.21193364694231,""
2022Q1,"",S08000020,"",S08000020,d,All Inpatients,d,15767,77233,4.89839538276146,"",11955,87726,7.33801756587202,""
2022Q2,"",S08000020,"",S08000020,d,All Inpatients,d,16308,79988,4.90483198430218,"",12605,95044,7.54018246727489,""
2022Q3,p,S08000020,"",S08000020,d,All Inpatients,d,15933,78336,4.91658821314253,"",12646,95610,7.56049343665981,""
2017Q3,"",S08000031,"",G107H,"",All Inpatients,d,20132,69135,3.43408503874429,"",11930,80128,6.71651299245599,""
2017Q4,"",S08000031,"",G107H,"",All Inpatients,d,19985,71722,3.58879159369527,"",12121,82518,6.8078541374474,""
2018Q1,"",S08000031,"",G107H,"",All Inpatients,d,19967,74752,3.74377723243352,"",11671,85393,7.31668237511781,""
2018Q2,"",S08000031,"",G107H,"",All Inpatients,d,20185,70584,3.4968540995789,"",12126,83875,6.91695530265545,""
2018Q3,"",S08000031,"",G107H,"",All Inpatients,d,20362,70656,3.4699931244475,"",12117,79091,6.52727572831559,""
2018Q4,"",S08000031,"",G107H,"",All Inpatients,d,20574,71067,3.45421405657626,"",12165,81918,6.73390875462392,""
2019Q1,"",S08000031,"",G107H,"",All Inpatients,d,20812,71976,3.45838939073611,"",12147,82432,6.78620235449082,""
2019Q2,"",S08000031,"",G107H,"",All Inpatients,d,21400,73095,3.41565420560748,"",12153,83833,6.89813214844071,""
2019Q3,"",S08000031,"",G107H,"",All Inpatients,d,21320,70807,3.32115384615385,"",11974,82251,6.86913312176382,""
2019Q4,"",S08000031,"",G107H,"",All Inpatients,d,21399,73728,3.44539464460956,"",12080,81095,6.71316225165563,""
2020Q1,"",S08000031,"",G107H,"",All Inpatients,d,20106,75131,3.73674525017408,"",11190,86003,7.68570151921358,""
2020Q2,"",S08000031,"",G107H,"",All Inpatients,d,15151,47513,3.13596462279718,"",8160,58537,7.17365196078431,""
2020Q3,"",S08000031,"",G107H,"",All Inpatients,d,18526,60795,3.28160423189032,"",10380,70096,6.75298651252408,""
2020Q4,"",S08000031,"",G107H,"",All Inpatients,d,17743,69464,3.91500873583949,"",9814,78335,7.98196454045241,""
2021Q1,"",S08000031,"",G107H,"",All Inpatients,d,16828,66475,3.95026146898027,"",9113,76607,8.40634258751234,""
2021Q2,"",S08000031,"",G107H,"",All Inpatients,d,19316,67756,3.50776558293643,"",10786,79503,7.37094381605785,""
2021Q3,"",S08000031,"",G107H,"",All Inpatients,d,18282,70245,3.8423039054808,"",10293,82072,7.9735742737783,""
2021Q4,"",S08000031,"",G107H,"",All Inpatients,d,17750,74589,4.20219718309859,"",10107,87722,8.67933115662412,""
2022Q1,"",S08000031,"",G107H,"",All Inpatients,d,17012,72400,4.25581942158476,"",9156,81815,8.93567059851464,""
2022Q2,"",S08000031,"",G107H,"",All Inpatients,d,17415,72474,4.16158484065461,"",9968,87217,8.74969903691814,""
2022Q3,p,S08000031,"",G107H,"",All Inpatients,d,17504,75012,4.28542047531993,"",10168,87518,8.60719905586153,""
2017Q3,"",S08000031,"",C313H,"",All Inpatients,d,5237,21014,4.01260263509643,"",3199,22944,7.17224132541419,""
2017Q4,"",S08000031,"",C313H,"",All Inpatients,d,5702,22688,3.97895475271834,"",3365,24478,7.27429420505201,""
2018Q1,"",S08000031,"",C313H,"",All Inpatients,d,5595,23027,4.11563896336014,"",3277,24486,7.47207812023192,""
2018Q2,"",S08000031,"",C313H,"",All Inpatients,d,5161,21599,4.1850416585933,"",3135,21843,6.96746411483254,""
2018Q3,"",S08000031,"",C313H,"",All Inpatients,d,5011,20935,4.17780882059469,"",2980,21237,7.12651006711409,""
2018Q4,"",S08000031,"",C313H,"",All Inpatients,d,5233,22600,4.31874641696923,"",3139,23920,7.62026122969098,""
2019Q1,"",S08000031,"",C313H,"",All Inpatients,d,5249,23979,4.56829872356639,"",3133,24905,7.94924992020428,""
2019Q2,"",S08000031,"",C313H,"",All Inpatients,d,4925,23503,4.77218274111675,"",3063,25254,8.24485798237023,""
2019Q3,"",S08000031,"",C313H,"",All Inpatients,d,5112,22987,4.4966744913928,"",3107,23362,7.51915030576118,""
2019Q4,"",S08000031,"",C313H,"",All Inpatients,d,5491,24361,4.43653250773994,"",3101,24466,7.8897129958078,""
2020Q1,"",S08000031,"",C313H,"",All Inpatients,d,5184,25083,4.83854166666667,"",2823,26184,9.27523910733263,""
2020Q2,"",S08000031,"",C313H,"",All Inpatients,d,3471,15420,4.44252376836647,"",1865,16561,8.8798927613941,""
2020Q3,"",S08000031,"",C313H,"",All Inpatients,d,4375,18946,4.33051428571429,"",2383,19909,8.3545950482585,""
2020Q4,"",S08000031,"",C313H,"",All Inpatients,d,4384,19848,4.52737226277372,"",2460,20191,8.20772357723577,""
2021Q1,"",S08000031,"",C313H,"",All Inpatients,d,3952,20614,5.21609311740891,"",2313,20265,8.76134889753567,""
2021Q2,"",S08000031,"",C313H,"",All Inpatients,d,4662,21771,4.66988416988417,"",2837,22984,8.10151568558336,""
2021Q3,"",S08000031,"",C313H,"",All Inpatients,d,4424,21698,4.90461121157324,"",2512,21400,8.51910828025478,""
2021Q4,"",S08000031,"",C313H,"",All Inpatients,d,4346,22215,5.11159687068569,"",2449,22804,9.31155573703552,""
2022Q1,"",S08000031,"",C313H,"",All Inpatients,d,4066,21953,5.39916379734383,"",2192,20259,9.24224452554745,""
2022Q2,"",S08000031,"",C313H,"",All Inpatients,d,3915,23426,5.98365261813538,"",2124,21677,10.2057438794727,""
2022Q3,p,S08000031,"",C313H,"",All Inpatients,d,3875,22480,5.80129032258065,"",2297,23468,10.2168045276448,""
2017Q3,"",S08000031,"",G306H,"",All Inpatients,d,448,4680,10.4464285714286,"",264,426,1.61363636363636,""
2017Q4,"",S08000031,"",G306H,"",All Inpatients,d,405,4541,11.2123456790123,"",262,633,2.41603053435115,""
2018Q1,"",S08000031,"",G306H,"",All Inpatients,d,519,5007,9.64739884393064,"",277,523,1.88808664259928,""
2018Q2,"",S08000031,"",G306H,"",All Inpatients,d,449,4548,10.1291759465479,"",273,564,2.06593406593407,""
2018Q3,"",S08000031,"",G306H,"",All Inpatients,d,460,4831,10.5021739130435,"",228,481,2.10964912280702,""
2018Q4,"",S08000031,"",G306H,"",All Inpatients,d,436,4369,10.0206422018349,"",231,444,1.92207792207792,""
2019Q1,"",S08000031,"",G306H,"",All Inpatients,d,452,4438,9.81858407079646,"",256,579,2.26171875,""
2019Q2,"",S08000031,"",G306H,"",All Inpatients,d,471,4831,10.2569002123142,"",250,570,2.28,""
2019Q3,"",S08000031,"",G306H,"",All Inpatients,d,475,3883,8.17473684210526,"",280,469,1.675,""
2019Q4,"",S08000031,"",G306H,"",All Inpatients,d,501,5506,10.9900199600798,"",276,627,2.27173913043478,""
2020Q1,"",S08000031,"",G306H,"",All Inpatients,d,455,4996,10.9802197802198,"",222,385,1.73423423423423,""
2020Q2,"",S08000031,"",G306H,"",All Inpatients,d,210,3719,17.7095238095238,"",10,26,2.6,""
2020Q3,"",S08000031,"",G306H,"",All Inpatients,d,305,4036,13.2327868852459,"",96,174,1.8125,""
2020Q4,"",S08000031,"",G306H,"",All Inpatients,d,347,4143,11.9394812680115,"",141,157,1.11347517730496,""
2021Q1,"",S08000031,"",G306H,"",All Inpatients,d,311,6033,19.3987138263666,"",95,468,4.92631578947368,""
2021Q2,"",S08000031,"",G306H,"",All Inpatients,d,471,3882,8.24203821656051,"",257,319,1.24124513618677,""
2021Q3,"",S08000031,"",G306H,"",All Inpatients,d,386,4062,10.5233160621762,"",170,287,1.68823529411765,""
2021Q4,"",S08000031,"",G306H,"",All Inpatients,d,314,5615,17.8821656050955,"",104,337,3.24038461538462,""
2022Q1,"",S08000031,"",G306H,"",All Inpatients,d,263,6299,23.9505703422053,"",80,222,2.775,""
2022Q2,"",S08000031,"",G306H,"",All Inpatients,d,267,4716,17.6629213483146,"",66,130,1.96969696969697,""
2022Q3,p,S08000031,"",G306H,"",All Inpatients,d,285,5207,18.2701754385965,"",110,143,1.3,""
2017Q3,"",S08000031,"",S08000031,d,All Inpatients,d,79368,303202,3.82020461647011,"",43712,298827,6.83626921669107,""
2017Q4,"",S08000031,"",S08000031,d,All Inpatients,d,81128,318922,3.93109653880288,"",44614,306579,6.8718115389788,""
2018Q1,"",S08000031,"",S08000031,d,All Inpatients,d,79935,320927,4.01484956527178,"",43417,317414,7.3108229495359,""
2018Q2,"",S08000031,"",S08000031,d,All Inpatients,d,80158,312411,3.89744005588962,"",44581,310719,6.96976290347906,""
2018Q3,"",S08000031,"",S08000031,d,All Inpatients,d,78892,305235,3.86902347513056,"",43756,293636,6.71075966724564,""
2018Q4,"",S08000031,"",S08000031,d,All Inpatients,d,80763,307082,3.80226093631985,"",43625,304550,6.9810888252149,""
2019Q1,"",S08000031,"",S08000031,d,All Inpatients,d,80122,310792,3.87898454856344,"",43751,303617,6.93965852209092,""
2019Q2,"",S08000031,"",S08000031,d,All Inpatients,d,81256,311348,3.83169242886679,"",44316,306090,6.90698619008936,""
2019Q3,"",S08000031,"",S08000031,d,All Inpatients,d,82203,302732,3.682736639782,"",44443,301312,6.7797403415611,""
2019Q4,"",S08000031,"",S08000031,d,All Inpatients,d,84483,321468,3.80512055679841,"",44723,313667,7.01355007490553,""
2020Q1,"",S08000031,"",S08000031,d,All Inpatients,d,79738,318795,3.9980310516943,"",41625,318212,7.64473273273273,""
2020Q2,"",S08000031,"",S08000031,d,All Inpatients,d,60157,217315,3.61246405239623,"",28525,215852,7.56711656441718,""
2020Q3,"",S08000031,"",S08000031,d,All Inpatients,d,74792,266252,3.55989945448711,"",36787,256953,6.98488596515073,""
2020Q4,"",S08000031,"",S08000031,d,All Inpatients,d,75574,286010,3.7845026067166,"",36966,281241,7.60809933452362,""
2021Q1,"",S08000031,"",S08000031,d,All Inpatients,d,73201,281592,3.84683269354244,"",34751,276863,7.96705130787603,""
2021Q2,"",S08000031,"",S08000031,d,All Inpatients,d,81079,293178,3.61595480950678,"",40786,288405,7.07117638405335,""
2021Q3,"",S08000031,"",S08000031,d,All Inpatients,d,76972,300365,3.90226316062984,"",38214,293701,7.6856911079709,""
2021Q4,"",S08000031,"",S08000031,d,All Inpatients,d,75253,312483,4.15243246116434,"",36759,307462,8.36426453385566,""
2022Q1,"",S08000031,"",S08000031,d,All Inpatients,d,72677,304587,4.19096825680752,"",34648,298804,8.62398984068344,""
2022Q2,"",S08000031,"",S08000031,d,All Inpatients,d,75336,318419,4.22665126898163,"",36122,318236,8.8100326670727,""
2022Q3,p,S08000031,"",S08000031,d,All Inpatients,d,76318,319245,4.18308917948584,"",37607,325288,8.64966628553195,""
2017Q3,"",S08000031,"",G405H,"",All Inpatients,d,34913,119661,3.42740526451465,"",16794,131449,7.82714064546862,""
2017Q4,"",S08000031,"",G405H,"",All Inpatients,d,36009,127964,3.55366713877086,"",17296,134677,7.7865980573543,""
2018Q1,"",S08000031,"",G405H,"",All Inpatients,d,34670,120851,3.48575137006057,"",16535,139918,8.46192924100393,""
2018Q2,"",S08000031,"",G405H,"",All Inpatients,d,35144,119581,3.4026007284316,"",17016,137547,8.08339210155148,""
2018Q3,"",S08000031,"",G405H,"",All Inpatients,d,34446,119777,3.47723973756024,"",16882,127965,7.57996682857481,""
2018Q4,"",S08000031,"",G405H,"",All Inpatients,d,35088,121717,3.46890674874601,"",16563,133871,8.08253335748355,""
2019Q1,"",S08000031,"",G405H,"",All Inpatients,d,34456,117734,3.41693754353378,"",16662,131823,7.91159524666907,""
2019Q2,"",S08000031,"",G405H,"",All Inpatients,d,35107,120662,3.43697838037998,"",16887,135787,8.04091905015693,""
2019Q3,"",S08000031,"",G405H,"",All Inpatients,d,35546,118835,3.34313284195127,"",17111,133080,7.77745310034481,""
2019Q4,"",S08000031,"",G405H,"",All Inpatients,d,35247,122333,3.47073509802253,"",16991,139233,8.19451474309929,""
2020Q1,"",S08000031,"",G405H,"",All Inpatients,d,33043,119568,3.61855763701843,"",15790,141324,8.95022165927802,""
2020Q2,"",S08000031,"",G405H,"",All Inpatients,d,28468,86513,3.03895602079528,"",11590,97899,8.44685073339085,""
2020Q3,"",S08000031,"",G405H,"",All Inpatients,d,34597,106654,3.0827528398416,"",14615,115315,7.89018132056107,""
2020Q4,"",S08000031,"",G405H,"",All Inpatients,d,35432,113404,3.20060961842402,"",14638,123906,8.46468096734527,""
2021Q1,"",S08000031,"",G405H,"",All Inpatients,d,35198,108807,3.09128359565884,"",13972,122671,8.77977383338105,""
2021Q2,"",S08000031,"",G405H,"",All Inpatients,d,36989,115725,3.12863283678932,"",15938,125950,7.90249717655917,""
2021Q3,"",S08000031,"",G405H,"",All Inpatients,d,34908,116251,3.33021083992208,"",14734,127772,8.67191529795032,""
2021Q4,"",S08000031,"",G405H,"",All Inpatients,d,34088,117650,3.45136118282093,"",14262,133925,9.39033796101529,""
2022Q1,"",S08000031,"",G405H,"",All Inpatients,d,33241,115874,3.48587587617701,"",13814,130731,9.46366005501665,""
2022Q2,"",S08000031,"",G405H,"",All Inpatients,d,34447,121222,3.51908729352338,"",13908,138705,9.97303710094909,""
2022Q3,p,S08000031,"",G405H,"",All Inpatients,d,35144,119904,3.41179148645573,"",14585,143240,9.8210490229688,""
2017Q3,"",S08000031,"",C418H,"",All Inpatients,d,10375,39452,3.80260240963855,"",6198,41783,6.74136818328493,""
2017Q4,"",S08000031,"",C418H,"",All Inpatients,d,10381,41090,3.95819285232637,"",6129,41957,6.8456518192201,""
2018Q1,"",S08000031,"",C418H,"",All Inpatients,d,10002,42093,4.20845830833833,"",6034,44010,7.29366920782234,""
2018Q2,"",S08000031,"",C418H,"",All Inpatients,d,9972,41832,4.19494584837545,"",6127,44071,7.19291659866166,""
2018Q3,"",S08000031,"",C418H,"",All Inpatients,d,10312,42735,4.14420093095423,"",6197,43534,7.0250121026303,""
2018Q4,"",S08000031,"",C418H,"",All Inpatients,d,10434,40325,3.86476902434349,"",6293,44066,7.00238360082631,""
2019Q1,"",S08000031,"",C418H,"",All Inpatients,d,10089,40305,3.99494498959263,"",6280,41807,6.65716560509554,""
2019Q2,"",S08000031,"",C418H,"",All Inpatients,d,10488,39082,3.72635392829901,"",6686,40048,5.98982949446605,""
2019Q3,"",S08000031,"",C418H,"",All Inpatients,d,11010,40279,3.65840145322434,"",6629,42110,6.35239100920199,""
2019Q4,"",S08000031,"",C418H,"",All Inpatients,d,12688,43382,3.41913619167718,"",6857,44837,6.53886539302902,""
2020Q1,"",S08000031,"",C418H,"",All Inpatients,d,11595,40595,3.501078050884,"",6078,43458,7.15004935834156,""
2020Q2,"",S08000031,"",C418H,"",All Inpatients,d,7887,29302,3.71522758970458,"",4195,31021,7.39475566150179,""
2020Q3,"",S08000031,"",C418H,"",All Inpatients,d,10132,36223,3.5751085669167,"",5297,36536,6.89748914479894,""
2020Q4,"",S08000031,"",C418H,"",All Inpatients,d,10373,38908,3.75089173816639,"",5265,42210,8.01709401709402,""
2021Q1,"",S08000031,"",C418H,"",All Inpatients,d,10074,38514,3.82310899344848,"",5073,41306,8.14232209737828,""
2021Q2,"",S08000031,"",C418H,"",All Inpatients,d,11836,39148,3.30753632984116,"",6142,42550,6.92771084337349,""
2021Q3,"",S08000031,"",C418H,"",All Inpatients,d,11285,41900,3.71289322108994,"",5851,44000,7.52008203725859,""
2021Q4,"",S08000031,"",C418H,"",All Inpatients,d,10880,42234,3.88180147058824,"",5311,45550,8.57653925814347,""
2022Q1,"",S08000031,"",C418H,"",All Inpatients,d,10274,42347,4.12176367529687,"",4775,47359,9.91811518324607,""
2022Q2,"",S08000031,"",C418H,"",All Inpatients,d,11237,44355,3.94722790780457,"",5171,50745,9.81338232450203,""
2022Q3,p,S08000031,"",C418H,"",All Inpatients,d,11539,46071,3.99263367709507,"",5407,51685,9.55890512298872,""
2017Q3,"",S08000031,"",G207H,"",All Inpatients,d,362,3860,10.6629834254144,"",160,195,1.21875,""
2017Q4,"",S08000031,"",G207H,"",All Inpatients,d,351,3099,8.82905982905983,"",185,226,1.22162162162162,""
2018Q1,"",S08000031,"",G207H,"",All Inpatients,d,446,3888,8.71748878923767,"",235,214,0.91063829787234,""
2018Q2,"",S08000031,"",G207H,"",All Inpatients,d,463,4883,10.5464362850972,"",235,241,1.02553191489362,""
2018Q3,"",S08000031,"",G207H,"",All Inpatients,d,382,3999,10.4685863874346,"",155,225,1.45161290322581,""
2018Q4,"",S08000031,"",G207H,"",All Inpatients,d,411,3909,9.51094890510949,"",160,184,1.15,""
2019Q1,"",S08000031,"",G207H,"",All Inpatients,d,415,4357,10.4987951807229,"",190,248,1.30526315789474,""
2019Q2,"",S08000031,"",G207H,"",All Inpatients,d,508,4612,9.07874015748031,"",253,315,1.24505928853755,""
2019Q3,"",S08000031,"",G207H,"",All Inpatients,d,584,3945,6.75513698630137,"",332,174,0.524096385542169,""
2019Q4,"",S08000031,"",G207H,"",All Inpatients,d,575,4001,6.95826086956522,"",345,191,0.553623188405797,""
2020Q1,"",S08000031,"",G207H,"",All Inpatients,d,468,4338,9.26923076923077,"",255,243,0.952941176470588,""
2020Q2,"",S08000031,"",G207H,"",All Inpatients,d,226,4617,20.429203539823,"",0,10,,z
2020Q3,"",S08000031,"",G207H,"",All Inpatients,d,204,3999,19.6029411764706,"",32,30,0.9375,""
2020Q4,"",S08000031,"",G207H,"",All Inpatients,d,441,3886,8.81179138321995,"",228,289,1.26754385964912,""
2021Q1,"",S08000031,"",G207H,"",All Inpatients,d,267,4310,16.1423220973783,"",113,134,1.1858407079646,""
2021Q2,"",S08000031,"",G207H,"",All Inpatients,d,380,4522,11.9,"",199,291,1.46231155778894,""
2021Q3,"",S08000031,"",G207H,"",All Inpatients,d,412,4968,12.0582524271845,"",192,458,2.38541666666667,""
2021Q4,"",S08000031,"",G207H,"",All Inpatients,d,396,4515,11.4015151515152,"",175,228,1.30285714285714,""
2022Q1,"",S08000031,"",G207H,"",All Inpatients,d,501,4543,9.06786427145709,"",244,272,1.11475409836066,""
2022Q2,"",S08000031,"",G207H,"",All Inpatients,d,423,3994,9.44208037825059,"",216,175,0.810185185185185,""
2022Q3,p,S08000031,"",G207H,"",All Inpatients,d,451,5080,11.2638580931264,"",204,469,2.29901960784314,""
2017Q3,"",S08000031,"",C206H,"",All Inpatients,d,1317,4906,3.72513287775247,"",655,3955,6.0381679389313,""
2017Q4,"",S08000031,"",C206H,"",All Inpatients,d,1508,5665,3.75663129973475,"",669,4143,6.19282511210762,""
2018Q1,"",S08000031,"",C206H,"",All Inpatients,d,1622,6686,4.12207151664612,"",696,5046,7.25,""
2018Q2,"",S08000031,"",C206H,"",All Inpatients,d,1497,5934,3.96392785571142,"",657,4107,6.25114155251142,""
2018Q3,"",S08000031,"",C206H,"",All Inpatients,d,1520,5179,3.40723684210526,"",654,4155,6.35321100917431,""
2018Q4,"",S08000031,"",C206H,"",All Inpatients,d,1655,5726,3.45981873111782,"",668,4196,6.2814371257485,""
2019Q1,"",S08000031,"",C206H,"",All Inpatients,d,1617,5473,3.38466295609153,"",726,4257,5.86363636363636,""
2019Q2,"",S08000031,"",C206H,"",All Inpatients,d,1540,5941,3.85779220779221,"",614,4166,6.78501628664495,""
2019Q3,"",S08000031,"",C206H,"",All Inpatients,d,1607,5693,3.542626011201,"",668,4519,6.76497005988024,""
2019Q4,"",S08000031,"",C206H,"",All Inpatients,d,1649,6249,3.78956943602183,"",689,5100,7.40203193033382,""
2020Q1,"",S08000031,"",C206H,"",All Inpatients,d,1519,5845,3.84792626728111,"",592,4041,6.82601351351351,""
2020Q2,"",S08000031,"",C206H,"",All Inpatients,d,860,3802,4.42093023255814,"",409,2959,7.23471882640587,""
2020Q3,"",S08000031,"",C206H,"",All Inpatients,d,1348,4551,3.37611275964392,"",565,3281,5.8070796460177,""
2020Q4,"",S08000031,"",C206H,"",All Inpatients,d,1282,5080,3.96255850234009,"",488,2878,5.89754098360656,""
2021Q1,"",S08000031,"",C206H,"",All Inpatients,d,1393,5882,4.22254127781766,"",497,3891,7.82897384305835,""
2021Q2,"",S08000031,"",C206H,"",All Inpatients,d,1427,6739,4.72249474421864,"",522,3775,7.23180076628353,""
2021Q3,"",S08000031,"",C206H,"",All Inpatients,d,1469,6395,4.35330156569095,"",549,4813,8.76684881602914,""
2021Q4,"",S08000031,"",C206H,"",All Inpatients,d,1634,6589,4.03243574051408,"",529,4247,8.02835538752363,""
2022Q1,"",S08000031,"",C206H,"",All Inpatients,d,1523,6501,4.26854891661195,"",415,4274,10.2987951807229,""
2022Q2,"",S08000031,"",C206H,"",All Inpatients,d,1238,6320,5.10500807754443,"",523,4930,9.4263862332696,""
2022Q3,p,S08000031,"",C206H,"",All Inpatients,d,1178,6874,5.83531409168082,"",466,3938,8.45064377682403,""
2017Q3,"",S08000031,"",G516H,"",All Inpatients,d,3573,27145,7.597257206829,"",2264,10865,4.79902826855124,""
2017Q4,"",S08000031,"",G516H,"",All Inpatients,d,3800,27350,7.19736842105263,"",2414,11096,4.59652029826015,""
2018Q1,"",S08000031,"",G516H,"",All Inpatients,d,3772,30908,8.19406150583245,"",2165,11184,5.16581986143187,""
2018Q2,"",S08000031,"",G516H,"",All Inpatients,d,3794,29142,7.68107538218239,"",2342,10560,4.50896669513237,""
2018Q3,"",S08000031,"",G516H,"",All Inpatients,d,3302,24329,7.3679588128407,"",2168,9931,4.58071955719557,""
2018Q4,"",S08000031,"",G516H,"",All Inpatients,d,4003,24742,6.1808643517362,"",2335,9527,4.08008565310493,""
2019Q1,"",S08000031,"",G516H,"",All Inpatients,d,3965,29179,7.35914249684742,"",2226,10693,4.803683737646,""
2019Q2,"",S08000031,"",G516H,"",All Inpatients,d,3789,26841,7.08392715756136,"",2245,9086,4.04721603563474,""
2019Q3,"",S08000031,"",G516H,"",All Inpatients,d,3633,24146,6.64629782548858,"",2180,9709,4.45366972477064,""
2019Q4,"",S08000031,"",G516H,"",All Inpatients,d,4045,29299,7.24326328800989,"",2319,11902,5.13238464855541,""
2020Q1,"",S08000031,"",G516H,"",All Inpatients,d,4313,30224,7.00765128680733,"",2403,10692,4.44943820224719,""
2020Q2,"",S08000031,"",G516H,"",All Inpatients,d,2106,16367,7.7716049382716,"",1212,5176,4.27062706270627,""
2020Q3,"",S08000031,"",G516H,"",All Inpatients,d,2910,18993,6.52680412371134,"",1735,6310,3.63688760806916,""
2020Q4,"",S08000031,"",G516H,"",All Inpatients,d,2922,20061,6.86550308008214,"",2058,7012,3.40719144800777,""
2021Q1,"",S08000031,"",G516H,"",All Inpatients,d,2787,19911,7.14424111948332,"",1835,6745,3.67574931880109,""
2021Q2,"",S08000031,"",G516H,"",All Inpatients,d,3176,21705,6.83406801007557,"",2016,7680,3.80952380952381,""
2021Q3,"",S08000031,"",G516H,"",All Inpatients,d,3207,23339,7.27751792952915,"",1993,7977,4.00250878073256,""
2021Q4,"",S08000031,"",G516H,"",All Inpatients,d,3208,25041,7.80579800498753,"",1989,8245,4.14529914529915,""
2022Q1,"",S08000031,"",G516H,"",All Inpatients,d,3191,24672,7.73174553431526,"",2067,8876,4.29414610546686,""
2022Q2,"",S08000031,"",G516H,"",All Inpatients,d,3690,29081,7.8810298102981,"",2238,9429,4.21313672922252,""
2022Q3,p,S08000031,"",G516H,"",All Inpatients,d,3453,25586,7.4097885896322,"",2254,8862,3.93167701863354,""
2017Q3,"",S08000022,"",H212H,"",All Inpatients,d,569,1754,3.08260105448155,"",480,1682,3.50416666666667,""
2017Q4,"",S08000022,"",H212H,"",All Inpatients,d,478,2507,5.24476987447699,"",403,2601,6.45409429280397,""
2018Q1,"",S08000022,"",H212H,"",All Inpatients,d,480,2668,5.55833333333333,"",399,2800,7.01754385964912,""
2018Q2,"",S08000022,"",H212H,"",All Inpatients,d,557,1912,3.4326750448833,"",447,2136,4.77852348993289,""
2018Q3,"",S08000022,"",H212H,"",All Inpatients,d,573,2069,3.6108202443281,"",480,2529,5.26875,""
2018Q4,"",S08000022,"",H212H,"",All Inpatients,d,503,1835,3.64811133200795,"",419,2168,5.17422434367542,""
2019Q1,"",S08000022,"",H212H,"",All Inpatients,d,474,2070,4.36708860759494,"",414,2502,6.04347826086957,""
2019Q2,"",S08000022,"",H212H,"",All Inpatients,d,523,2601,4.97323135755258,"",442,2795,6.3235294117647,""
2019Q3,"",S08000022,"",H212H,"",All Inpatients,d,590,2508,4.25084745762712,"",495,2482,5.01414141414141,""
2019Q4,"",S08000022,"",H212H,"",All Inpatients,d,518,2310,4.45945945945946,"",434,2712,6.24884792626728,""
2020Q1,"",S08000022,"",H212H,"",All Inpatients,d,431,2581,5.98839907192575,"",366,2509,6.8551912568306,""
2020Q2,"",S08000022,"",H212H,"",All Inpatients,d,316,1547,4.89556962025316,"",258,1680,6.51162790697674,""
2020Q3,"",S08000022,"",H212H,"",All Inpatients,d,511,2227,4.35812133072407,"",436,2671,6.12614678899083,""
2020Q4,"",S08000022,"",H212H,"",All Inpatients,d,426,2017,4.73474178403756,"",359,2413,6.72144846796657,""
2021Q1,"",S08000022,"",H212H,"",All Inpatients,d,417,2554,6.12470023980815,"",342,2798,8.1812865497076,""
2021Q2,"",S08000022,"",H212H,"",All Inpatients,d,499,2183,4.374749498998,"",400,2202,5.505,""
2021Q3,"",S08000022,"",H212H,"",All Inpatients,d,462,2694,5.83116883116883,"",381,3170,8.32020997375328,""
2021Q4,"",S08000022,"",H212H,"",All Inpatients,d,434,2705,6.23271889400922,"",340,2868,8.43529411764706,""
2022Q1,"",S08000022,"",H212H,"",All Inpatients,d,429,3079,7.17715617715618,"",341,3380,9.91202346041056,""
2022Q2,"",S08000022,"",H212H,"",All Inpatients,d,477,2525,5.29350104821803,"",385,3124,8.11428571428571,""
2022Q3,p,S08000022,"",H212H,"",All Inpatients,d,480,2155,4.48958333333333,"",412,2619,6.35679611650485,""
2017Q3,"",S08000022,"",H103H,"",All Inpatients,d,927,2874,3.10032362459547,"",691,4456,6.44862518089725,""
