Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2021Q3,,S08000017,,S08000017,d,All Day cases,,3567,0,0,,3322,0,0,
2021Q4,,S08000017,,S08000017,d,All Day cases,,3203,0,0,,2958,0,0,
2022Q1,,S08000017,,S08000017,d,All Day cases,,3360,0,0,,3141,0,0,
2022Q2,,S08000017,,S08000017,d,All Day cases,,3467,0,0,,3240,0,0,
2022Q3,p,S08000017,,S08000017,d,All Day cases,,3354,0,0,,3148,0,0,
2017Q3,,S08000029,,S12000047,,All Day cases,,6076,0,0,,5795,0,0,
2017Q4,,S08000029,,S12000047,,All Day cases,,6034,0,0,,5777,0,0,
2018Q1,,S08000029,,S12000047,,All Day cases,,6018,0,0,,5731,0,0,
2018Q2,,S08000029,,S12000047,,All Day cases,,6478,0,0,,6201,0,0,
2018Q3,,S08000029,,S12000047,,All Day cases,,6546,0,0,,6278,0,0,
2018Q4,,S08000029,,S12000047,,All Day cases,,6876,0,0,,6580,0,0,
2019Q1,,S08000029,,S12000047,,All Day cases,,7400,0,0,,7124,0,0,
2019Q2,,S08000029,,S12000047,,All Day cases,,6957,0,0,,6666,0,0,
2019Q3,,S08000029,,S12000047,,All Day cases,,6785,0,0,,6500,0,0,
2019Q4,,S08000029,,S12000047,,All Day cases,,6900,0,0,,6627,0,0,
2020Q1,,S08000029,,S12000047,,All Day cases,,6709,0,0,,6444,0,0,
2020Q2,,S08000029,,S12000047,,All Day cases,,3493,0,0,,3365,0,0,
2020Q3,,S08000029,,S12000047,,All Day cases,,5699,0,0,,5483,0,0,
2020Q4,,S08000029,,S12000047,,All Day cases,,6028,0,0,,5820,0,0,
2021Q1,,S08000029,,S12000047,,All Day cases,,5768,0,0,,5540,0,0,
2021Q2,,S08000029,,S12000047,,All Day cases,,6302,0,0,,6042,0,0,
2021Q3,,S08000029,,S12000047,,All Day cases,,6233,0,0,,5974,0,0,
2021Q4,,S08000029,,S12000047,,All Day cases,,6172,0,0,,5890,12,0.002037351,
2022Q1,,S08000029,,S12000047,,All Day cases,,6199,0,0,,5914,19,0.003212716,
2022Q2,,S08000029,,S12000047,,All Day cases,,6344,0,0,,6056,7,0.001155878,
2022Q3,p,S08000029,,S12000047,,All Day cases,,6372,0,0,,6147,0,0,
2017Q3,,S08000029,,S08000029,d,All Day cases,,6076,0,0,,5795,0,0,
2017Q4,,S08000029,,S08000029,d,All Day cases,,6034,0,0,,5777,0,0,
2018Q1,,S08000029,,S08000029,d,All Day cases,,6018,0,0,,5731,0,0,
2018Q2,,S08000029,,S08000029,d,All Day cases,,6478,0,0,,6201,0,0,
2018Q3,,S08000029,,S08000029,d,All Day cases,,6546,0,0,,6278,0,0,
2018Q4,,S08000029,,S08000029,d,All Day cases,,6876,0,0,,6580,0,0,
2019Q1,,S08000029,,S08000029,d,All Day cases,,7400,0,0,,7124,0,0,
2019Q2,,S08000029,,S08000029,d,All Day cases,,6957,0,0,,6666,0,0,
2019Q3,,S08000029,,S08000029,d,All Day cases,,6785,0,0,,6500,0,0,
2019Q4,,S08000029,,S08000029,d,All Day cases,,6900,0,0,,6627,0,0,
2020Q1,,S08000029,,S08000029,d,All Day cases,,6709,0,0,,6444,0,0,
2020Q2,,S08000029,,S08000029,d,All Day cases,,3493,0,0,,3365,0,0,
2020Q3,,S08000029,,S08000029,d,All Day cases,,5699,0,0,,5483,0,0,
2020Q4,,S08000029,,S08000029,d,All Day cases,,6028,0,0,,5820,0,0,
2021Q1,,S08000029,,S08000029,d,All Day cases,,5768,0,0,,5540,0,0,
2021Q2,,S08000029,,S08000029,d,All Day cases,,6302,0,0,,6042,0,0,
2021Q3,,S08000029,,S08000029,d,All Day cases,,6233,0,0,,5974,0,0,
2021Q4,,S08000029,,S08000029,d,All Day cases,,6172,0,0,,5890,12,0.002037351,
2022Q1,,S08000029,,S08000029,d,All Day cases,,6199,0,0,,5914,19,0.003212716,
2022Q2,,S08000029,,S08000029,d,All Day cases,,6344,0,0,,6056,7,0.001155878,
2022Q3,p,S08000029,,S08000029,d,All Day cases,,6372,0,0,,6147,0,0,
2017Q3,,S08000019,,S12000005,,All Day cases,,499,0,0,,496,0,0,
2017Q4,,S08000019,,S12000005,,All Day cases,,473,0,0,,467,0,0,
2018Q1,,S08000019,,S12000005,,All Day cases,,478,0,0,,473,0,0,
2018Q2,,S08000019,,S12000005,,All Day cases,,556,0,0,,553,0,0,
2018Q3,,S08000019,,S12000005,,All Day cases,,441,0,0,,439,0,0,
2018Q4,,S08000019,,S12000005,,All Day cases,,499,0,0,,492,0,0,
2019Q1,,S08000019,,S12000005,,All Day cases,,544,0,0,,541,0,0,
2019Q2,,S08000019,,S12000005,,All Day cases,,539,0,0,,528,0,0,
2019Q3,,S08000019,,S12000005,,All Day cases,,497,0,0,,490,0,0,
2019Q4,,S08000019,,S12000005,,All Day cases,,526,0,0,,523,0,0,
2020Q1,,S08000019,,S12000005,,All Day cases,,470,0,0,,468,0,0,
2020Q2,,S08000019,,S12000005,,All Day cases,,127,0,0,,125,0,0,
2020Q3,,S08000019,,S12000005,,All Day cases,,300,0,0,,299,0,0,
2020Q4,,S08000019,,S12000005,,All Day cases,,334,0,0,,330,0,0,
2021Q1,,S08000019,,S12000005,,All Day cases,,283,0,0,,277,0,0,
2021Q2,,S08000019,,S12000005,,All Day cases,,428,0,0,,426,0,0,
2021Q3,,S08000019,,S12000005,,All Day cases,,336,0,0,,330,0,0,
2021Q4,,S08000019,,S12000005,,All Day cases,,411,0,0,,406,0,0,
2022Q1,,S08000019,,S12000005,,All Day cases,,398,0,0,,395,0,0,
2022Q2,,S08000019,,S12000005,,All Day cases,,475,0,0,,472,0,0,
2022Q3,p,S08000019,,S12000005,,All Day cases,,395,0,0,,389,0,0,
2017Q3,,S08000019,,S12000014,,All Day cases,,1577,0,0,,1559,0,0,
2017Q4,,S08000019,,S12000014,,All Day cases,,1586,0,0,,1573,0,0,
2018Q1,,S08000019,,S12000014,,All Day cases,,1464,0,0,,1450,0,0,
2018Q2,,S08000019,,S12000014,,All Day cases,,1607,0,0,,1594,0,0,
2018Q3,,S08000019,,S12000014,,All Day cases,,1450,0,0,,1436,0,0,
2018Q4,,S08000019,,S12000014,,All Day cases,,1563,0,0,,1548,0,0,
2019Q1,,S08000019,,S12000014,,All Day cases,,1714,0,0,,1699,0,0,
2019Q2,,S08000019,,S12000014,,All Day cases,,1667,0,0,,1645,0,0,
2019Q3,,S08000019,,S12000014,,All Day cases,,1555,0,0,,1538,0,0,
2019Q4,,S08000019,,S12000014,,All Day cases,,1658,0,0,,1631,0,0,
2020Q1,,S08000019,,S12000014,,All Day cases,,1630,0,0,,1608,0,0,
2020Q2,,S08000019,,S12000014,,All Day cases,,414,0,0,,410,0,0,
2020Q3,,S08000019,,S12000014,,All Day cases,,879,0,0,,875,0,0,
2020Q4,,S08000019,,S12000014,,All Day cases,,1032,0,0,,1017,0,0,
2021Q1,,S08000019,,S12000014,,All Day cases,,1002,0,0,,988,0,0,
2021Q2,,S08000019,,S12000014,,All Day cases,,1330,0,0,,1320,0,0,
2021Q3,,S08000019,,S12000014,,All Day cases,,1207,0,0,,1192,0,0,
2021Q4,,S08000019,,S12000014,,All Day cases,,1334,0,0,,1326,0,0,
2022Q1,,S08000019,,S12000014,,All Day cases,,1204,0,0,,1190,0,0,
2022Q2,,S08000019,,S12000014,,All Day cases,,1394,0,0,,1376,0,0,
2022Q3,p,S08000019,,S12000014,,All Day cases,,1286,0,0,,1266,0,0,
2017Q3,,S08000019,,S08000019,d,All Day cases,,2951,0,0,,2926,0,0,
2017Q4,,S08000019,,S08000019,d,All Day cases,,2975,0,0,,2948,0,0,
2018Q1,,S08000019,,S08000019,d,All Day cases,,2768,0,0,,2746,0,0,
2018Q2,,S08000019,,S08000019,d,All Day cases,,3103,0,0,,3075,0,0,
2018Q3,,S08000019,,S08000019,d,All Day cases,,2694,0,0,,2676,0,0,
2018Q4,,S08000019,,S08000019,d,All Day cases,,2932,0,0,,2902,0,0,
2019Q1,,S08000019,,S08000019,d,All Day cases,,3181,0,0,,3159,0,0,
2019Q2,,S08000019,,S08000019,d,All Day cases,,3046,0,0,,3004,0,0,
2019Q3,,S08000019,,S08000019,d,All Day cases,,2924,0,0,,2889,0,0,
2019Q4,,S08000019,,S08000019,d,All Day cases,,3159,0,0,,3121,0,0,
2020Q1,,S08000019,,S08000019,d,All Day cases,,3016,0,0,,2982,0,0,
2020Q2,,S08000019,,S08000019,d,All Day cases,,802,0,0,,794,0,0,
2020Q3,,S08000019,,S08000019,d,All Day cases,,1742,0,0,,1735,0,0,
2020Q4,,S08000019,,S08000019,d,All Day cases,,2029,0,0,,2000,0,0,
2021Q1,,S08000019,,S08000019,d,All Day cases,,1839,0,0,,1814,0,0,
2021Q2,,S08000019,,S08000019,d,All Day cases,,2501,0,0,,2486,0,0,
2021Q3,,S08000019,,S08000019,d,All Day cases,,2247,0,0,,2220,0,0,
2021Q4,,S08000019,,S08000019,d,All Day cases,,2508,0,0,,2493,0,0,
2022Q1,,S08000019,,S08000019,d,All Day cases,,2337,0,0,,2309,0,0,
2022Q2,,S08000019,,S08000019,d,All Day cases,,2657,0,0,,2632,0,0,
2022Q3,p,S08000019,,S08000019,d,All Day cases,,2463,0,0,,2431,0,0,
2017Q3,,S08000019,,S12000030,,All Day cases,,875,0,0,,871,0,0,
2017Q4,,S08000019,,S12000030,,All Day cases,,916,0,0,,908,0,0,
2018Q1,,S08000019,,S12000030,,All Day cases,,826,0,0,,823,0,0,
2018Q2,,S08000019,,S12000030,,All Day cases,,940,0,0,,928,0,0,
2018Q3,,S08000019,,S12000030,,All Day cases,,803,0,0,,801,0,0,
2018Q4,,S08000019,,S12000030,,All Day cases,,870,0,0,,862,0,0,
2019Q1,,S08000019,,S12000030,,All Day cases,,923,0,0,,919,0,0,
2019Q2,,S08000019,,S12000030,,All Day cases,,840,0,0,,831,0,0,
2019Q3,,S08000019,,S12000030,,All Day cases,,872,0,0,,861,0,0,
2019Q4,,S08000019,,S12000030,,All Day cases,,975,0,0,,967,0,0,
2020Q1,,S08000019,,S12000030,,All Day cases,,916,0,0,,906,0,0,
2020Q2,,S08000019,,S12000030,,All Day cases,,261,0,0,,259,0,0,
2020Q3,,S08000019,,S12000030,,All Day cases,,563,0,0,,561,0,0,
2020Q4,,S08000019,,S12000030,,All Day cases,,663,0,0,,653,0,0,
2021Q1,,S08000019,,S12000030,,All Day cases,,554,0,0,,549,0,0,
2021Q2,,S08000019,,S12000030,,All Day cases,,743,0,0,,740,0,0,
2021Q3,,S08000019,,S12000030,,All Day cases,,704,0,0,,698,0,0,
2021Q4,,S08000019,,S12000030,,All Day cases,,763,0,0,,761,0,0,
2022Q1,,S08000019,,S12000030,,All Day cases,,735,0,0,,724,0,0,
2022Q2,,S08000019,,S12000030,,All Day cases,,788,0,0,,784,0,0,
2022Q3,p,S08000019,,S12000030,,All Day cases,,782,0,0,,776,0,0,
2017Q3,,S08000020,,S12000033,,All Day cases,,3584,0,0,,3567,0,0,
2017Q4,,S08000020,,S12000033,,All Day cases,,3657,0,0,,3646,0,0,
2018Q1,,S08000020,,S12000033,,All Day cases,,3404,0,0,,3390,0,0,
2018Q2,,S08000020,,S12000033,,All Day cases,,3422,0,0,,3410,0,0,
2018Q3,,S08000020,,S12000033,,All Day cases,,3162,0,0,,3138,0,0,
2018Q4,,S08000020,,S12000033,,All Day cases,,3344,0,0,,3328,0,0,
2019Q1,,S08000020,,S12000033,,All Day cases,,3642,0,0,,3626,0,0,
2019Q2,,S08000020,,S12000033,,All Day cases,,3660,0,0,,3635,0,0,
2019Q3,,S08000020,,S12000033,,All Day cases,,3614,0,0,,3575,0,0,
2019Q4,,S08000020,,S12000033,,All Day cases,,3792,0,0,,3762,0,0,
2020Q1,,S08000020,,S12000033,,All Day cases,,3499,0,0,,3460,0,0,
2020Q2,,S08000020,,S12000033,,All Day cases,,577,0,0,,566,0,0,
2020Q3,,S08000020,,S12000033,,All Day cases,,1671,0,0,,1655,0,0,
2020Q4,,S08000020,,S12000033,,All Day cases,,2310,0,0,,2285,0,0,
2021Q1,,S08000020,,S12000033,,All Day cases,,2205,0,0,,2192,0,0,
2021Q2,,S08000020,,S12000033,,All Day cases,,2875,0,0,,2841,0,0,
2021Q3,,S08000020,,S12000033,,All Day cases,,2718,0,0,,2684,0,0,
2021Q4,,S08000020,,S12000033,,All Day cases,,2658,0,0,,2613,0,0,
2022Q1,,S08000020,,S12000033,,All Day cases,,2823,0,0,,2801,0,0,
2022Q2,,S08000020,,S12000033,,All Day cases,,2890,0,0,,2863,0,0,
2022Q3,p,S08000020,,S12000033,,All Day cases,,2965,0,0,,2936,0,0,
2017Q3,,S08000020,,S12000034,,All Day cases,,4274,0,0,,4261,0,0,
2017Q4,,S08000020,,S12000034,,All Day cases,,4172,0,0,,4156,0,0,
2018Q1,,S08000020,,S12000034,,All Day cases,,3986,0,0,,3968,0,0,
2018Q2,,S08000020,,S12000034,,All Day cases,,3983,0,0,,3955,0,0,
2018Q3,,S08000020,,S12000034,,All Day cases,,3673,0,0,,3637,0,0,
2018Q4,,S08000020,,S12000034,,All Day cases,,3928,0,0,,3907,0,0,
2019Q1,,S08000020,,S12000034,,All Day cases,,4243,0,0,,4226,0,0,
2019Q2,,S08000020,,S12000034,,All Day cases,,4392,0,0,,4365,0,0,
2019Q3,,S08000020,,S12000034,,All Day cases,,4270,0,0,,4238,0,0,
2019Q4,,S08000020,,S12000034,,All Day cases,,4454,0,0,,4417,0,0,
2020Q1,,S08000020,,S12000034,,All Day cases,,4330,0,0,,4292,0,0,
2020Q2,,S08000020,,S12000034,,All Day cases,,790,0,0,,779,0,0,
2020Q3,,S08000020,,S12000034,,All Day cases,,2032,0,0,,2015,0,0,
2020Q4,,S08000020,,S12000034,,All Day cases,,2719,0,0,,2686,0,0,
2021Q1,,S08000020,,S12000034,,All Day cases,,2475,0,0,,2452,0,0,
2021Q2,,S08000020,,S12000034,,All Day cases,,3249,0,0,,3220,0,0,
2021Q3,,S08000020,,S12000034,,All Day cases,,3124,0,0,,3087,0,0,
2021Q4,,S08000020,,S12000034,,All Day cases,,3245,0,0,,3211,0,0,
2022Q1,,S08000020,,S12000034,,All Day cases,,3374,0,0,,3343,0,0,
2022Q2,,S08000020,,S12000034,,All Day cases,,3767,0,0,,3726,0,0,
2022Q3,p,S08000020,,S12000034,,All Day cases,,4036,0,0,,3986,0,0,
2017Q3,,S08000020,,S12000020,,All Day cases,,1950,0,0,,1940,0,0,
2017Q4,,S08000020,,S12000020,,All Day cases,,1849,0,0,,1837,0,0,
2018Q1,,S08000020,,S12000020,,All Day cases,,1776,0,0,,1767,0,0,
2018Q2,,S08000020,,S12000020,,All Day cases,,2024,0,0,,2012,0,0,
2018Q3,,S08000020,,S12000020,,All Day cases,,2044,0,0,,2028,0,0,
2018Q4,,S08000020,,S12000020,,All Day cases,,2159,0,0,,2147,0,0,
2019Q1,,S08000020,,S12000020,,All Day cases,,2176,0,0,,2169,0,0,
2019Q2,,S08000020,,S12000020,,All Day cases,,2274,0,0,,2259,0,0,
2019Q3,,S08000020,,S12000020,,All Day cases,,2240,0,0,,2223,0,0,
2019Q4,,S08000020,,S12000020,,All Day cases,,2256,0,0,,2234,0,0,
2020Q1,,S08000020,,S12000020,,All Day cases,,2276,0,0,,2252,0,0,
2020Q2,,S08000020,,S12000020,,All Day cases,,862,0,0,,851,0,0,
2020Q3,,S08000020,,S12000020,,All Day cases,,1292,0,0,,1284,0,0,
2020Q4,,S08000020,,S12000020,,All Day cases,,1850,0,0,,1829,0,0,
2021Q1,,S08000020,,S12000020,,All Day cases,,1757,0,0,,1748,0,0,
2021Q2,,S08000020,,S12000020,,All Day cases,,1965,0,0,,1950,0,0,
2021Q3,,S08000020,,S12000020,,All Day cases,,1830,0,0,,1811,0,0,
2021Q4,,S08000020,,S12000020,,All Day cases,,1848,0,0,,1840,0,0,
2022Q1,,S08000020,,S12000020,,All Day cases,,1780,0,0,,1768,0,0,
2022Q2,,S08000020,,S12000020,,All Day cases,,2016,0,0,,2004,0,0,
2022Q3,p,S08000020,,S12000020,,All Day cases,,1760,0,0,,1748,0,0,
2017Q3,,S08000020,,S08000020,d,All Day cases,,9808,0,0,,9768,0,0,
2017Q4,,S08000020,,S08000020,d,All Day cases,,9678,0,0,,9639,0,0,
2018Q1,,S08000020,,S08000020,d,All Day cases,,9166,0,0,,9125,0,0,
2018Q2,,S08000020,,S08000020,d,All Day cases,,9429,0,0,,9377,0,0,
2018Q3,,S08000020,,S08000020,d,All Day cases,,8879,0,0,,8803,0,0,
2018Q4,,S08000020,,S08000020,d,All Day cases,,9431,0,0,,9382,0,0,
2019Q1,,S08000020,,S08000020,d,All Day cases,,10061,0,0,,10021,0,0,
2019Q2,,S08000020,,S08000020,d,All Day cases,,10326,0,0,,10259,0,0,
2019Q3,,S08000020,,S08000020,d,All Day cases,,10124,0,0,,10036,0,0,
2019Q4,,S08000020,,S08000020,d,All Day cases,,10502,0,0,,10413,0,0,
2020Q1,,S08000020,,S08000020,d,All Day cases,,10105,0,0,,10004,0,0,
2020Q2,,S08000020,,S08000020,d,All Day cases,,2229,0,0,,2196,0,0,
2020Q3,,S08000020,,S08000020,d,All Day cases,,4995,0,0,,4954,0,0,
2020Q4,,S08000020,,S08000020,d,All Day cases,,6879,0,0,,6800,0,0,
2021Q1,,S08000020,,S08000020,d,All Day cases,,6437,0,0,,6392,0,0,
2021Q2,,S08000020,,S08000020,d,All Day cases,,8089,0,0,,8011,0,0,
2021Q3,,S08000020,,S08000020,d,All Day cases,,7672,0,0,,7582,0,0,
2021Q4,,S08000020,,S08000020,d,All Day cases,,7751,0,0,,7664,0,0,
2022Q1,,S08000020,,S08000020,d,All Day cases,,7977,0,0,,7912,0,0,
2022Q2,,S08000020,,S08000020,d,All Day cases,,8673,0,0,,8593,0,0,
2022Q3,p,S08000020,,S08000020,d,All Day cases,,8761,0,0,,8670,0,0,
2017Q3,,S08000031,,S12000045,,All Day cases,,3427,0,0,,3404,0,0,
2017Q4,,S08000031,,S12000045,,All Day cases,,3623,0,0,,3595,0,0,
2018Q1,,S08000031,,S12000045,,All Day cases,,3475,0,0,,3455,0,0,
2018Q2,,S08000031,,S12000045,,All Day cases,,3823,0,0,,3799,0,0,
2018Q3,,S08000031,,S12000045,,All Day cases,,3762,0,0,,3727,0,0,
2018Q4,,S08000031,,S12000045,,All Day cases,,3518,0,0,,3498,0,0,
2019Q1,,S08000031,,S12000045,,All Day cases,,3654,0,0,,3626,0,0,
2019Q2,,S08000031,,S12000045,,All Day cases,,3486,0,0,,3468,0,0,
2019Q3,,S08000031,,S12000045,,All Day cases,,3538,0,0,,3521,0,0,
2019Q4,,S08000031,,S12000045,,All Day cases,,3765,0,0,,3754,0,0,
2020Q1,,S08000031,,S12000045,,All Day cases,,3419,0,0,,3396,0,0,
2020Q2,,S08000031,,S12000045,,All Day cases,,970,0,0,,965,0,0,
2020Q3,,S08000031,,S12000045,,All Day cases,,2104,0,0,,2091,0,0,
2020Q4,,S08000031,,S12000045,,All Day cases,,2589,0,0,,2574,0,0,
2021Q1,,S08000031,,S12000045,,All Day cases,,2424,0,0,,2412,0,0,
2021Q2,,S08000031,,S12000045,,All Day cases,,2763,0,0,,2750,0,0,
2021Q3,,S08000031,,S12000045,,All Day cases,,2945,0,0,,2931,0,0,
2021Q4,,S08000031,,S12000045,,All Day cases,,3223,0,0,,3218,0,0,
2022Q1,,S08000031,,S12000045,,All Day cases,,3077,0,0,,3059,0,0,
2022Q2,,S08000031,,S12000045,,All Day cases,,3177,0,0,,3168,0,0,
2022Q3,p,S08000031,,S12000045,,All Day cases,,3280,0,0,,3266,0,0,
2017Q3,,S08000031,,S12000011,,All Day cases,,2622,0,0,,2591,0,0,
2017Q4,,S08000031,,S12000011,,All Day cases,,2785,0,0,,2764,0,0,
2018Q1,,S08000031,,S12000011,,All Day cases,,2752,0,0,,2729,0,0,
2018Q2,,S08000031,,S12000011,,All Day cases,,2684,0,0,,2655,0,0,
2018Q3,,S08000031,,S12000011,,All Day cases,,2601,0,0,,2574,0,0,
2018Q4,,S08000031,,S12000011,,All Day cases,,2670,0,0,,2643,0,0,
2019Q1,,S08000031,,S12000011,,All Day cases,,2653,0,0,,2631,0,0,
2019Q2,,S08000031,,S12000011,,All Day cases,,2678,0,0,,2660,0,0,
2019Q3,,S08000031,,S12000011,,All Day cases,,2722,0,0,,2704,0,0,
2019Q4,,S08000031,,S12000011,,All Day cases,,2750,0,0,,2733,0,0,
2020Q1,,S08000031,,S12000011,,All Day cases,,2463,0,0,,2449,0,0,
2020Q2,,S08000031,,S12000011,,All Day cases,,785,0,0,,783,0,0,
2020Q3,,S08000031,,S12000011,,All Day cases,,1442,0,0,,1428,0,0,
2020Q4,,S08000031,,S12000011,,All Day cases,,1803,0,0,,1790,0,0,
2021Q1,,S08000031,,S12000011,,All Day cases,,1710,0,0,,1700,0,0,
2021Q2,,S08000031,,S12000011,,All Day cases,,2125,0,0,,2116,0,0,
2021Q3,,S08000031,,S12000011,,All Day cases,,2155,0,0,,2144,0,0,
2021Q4,,S08000031,,S12000011,,All Day cases,,2145,0,0,,2136,0,0,
2022Q1,,S08000031,,S12000011,,All Day cases,,2265,0,0,,2248,0,0,
2022Q2,,S08000031,,S12000011,,All Day cases,,2403,0,0,,2396,0,0,
2022Q3,p,S08000031,,S12000011,,All Day cases,,2565,0,0,,2552,0,0,
2017Q3,,S08000031,,S12000049,,All Day cases,,15640,0,0,,15531,0,0,
2017Q4,,S08000031,,S12000049,,All Day cases,,16038,0,0,,15879,0,0,
2018Q1,,S08000031,,S12000049,,All Day cases,,15553,0,0,,15459,0,0,
2018Q2,,S08000031,,S12000049,,All Day cases,,15837,0,0,,15728,0,0,
2018Q3,,S08000031,,S12000049,,All Day cases,,15561,0,0,,15468,0,0,
2018Q4,,S08000031,,S12000049,,All Day cases,,15885,0,0,,15795,0,0,
2019Q1,,S08000031,,S12000049,,All Day cases,,16108,0,0,,15979,0,0,
2019Q2,,S08000031,,S12000049,,All Day cases,,15853,0,0,,15723,11,7.00E-04,
2019Q3,,S08000031,,S12000049,,All Day cases,,16210,0,0,,16107,0,0,
2019Q4,,S08000031,,S12000049,,All Day cases,,16472,0,0,,16351,5,3.06E-04,
2020Q1,,S08000031,,S12000049,,All Day cases,,15153,0,0,,15050,0,0,
2020Q2,,S08000031,,S12000049,,All Day cases,,4743,0,0,,4698,0,0,
2020Q3,,S08000031,,S12000049,,All Day cases,,9211,0,0,,9152,0,0,
2020Q4,,S08000031,,S12000049,,All Day cases,,10635,0,0,,10547,0,0,
2021Q1,,S08000031,,S12000049,,All Day cases,,10322,0,0,,10259,0,0,
2021Q2,,S08000031,,S12000049,,All Day cases,,12666,0,0,,12590,0,0,
2021Q3,,S08000031,,S12000049,,All Day cases,,13245,0,0,,13152,0,0,
2021Q4,,S08000031,,S12000049,,All Day cases,,13504,0,0,,13425,0,0,
2022Q1,,S08000031,,S12000049,,All Day cases,,12799,0,0,,12750,0,0,
2022Q2,,S08000031,,S12000049,,All Day cases,,13894,0,0,,13807,0,0,
2022Q3,p,S08000031,,S12000049,,All Day cases,,14498,0,0,,14429,0,0,
2017Q3,,S08000031,,S12000018,,All Day cases,,2300,0,0,,2275,0,0,
2017Q4,,S08000031,,S12000018,,All Day cases,,2243,0,0,,2220,0,0,
2018Q1,,S08000031,,S12000018,,All Day cases,,2156,0,0,,2142,0,0,
2018Q2,,S08000031,,S12000018,,All Day cases,,2249,0,0,,2235,0,0,
2018Q3,,S08000031,,S12000018,,All Day cases,,2039,0,0,,2017,0,0,
2018Q4,,S08000031,,S12000018,,All Day cases,,2079,0,0,,2065,0,0,
2019Q1,,S08000031,,S12000018,,All Day cases,,2271,0,0,,2244,0,0,
2019Q2,,S08000031,,S12000018,,All Day cases,,2004,0,0,,1984,0,0,
2019Q3,,S08000031,,S12000018,,All Day cases,,2234,0,0,,2213,0,0,
2019Q4,,S08000031,,S12000018,,All Day cases,,2184,0,0,,2168,0,0,
2020Q1,,S08000031,,S12000018,,All Day cases,,2372,0,0,,2358,0,0,
2020Q2,,S08000031,,S12000018,,All Day cases,,652,0,0,,649,0,0,
2020Q3,,S08000031,,S12000018,,All Day cases,,1316,0,0,,1307,0,0,
2020Q4,,S08000031,,S12000018,,All Day cases,,1871,0,0,,1862,0,0,
2021Q1,,S08000031,,S12000018,,All Day cases,,1811,0,0,,1803,0,0,
2021Q2,,S08000031,,S12000018,,All Day cases,,2006,0,0,,2002,0,0,
2021Q3,,S08000031,,S12000018,,All Day cases,,2033,0,0,,2020,0,0,
2021Q4,,S08000031,,S12000018,,All Day cases,,2116,0,0,,2101,0,0,
2022Q1,,S08000031,,S12000018,,All Day cases,,2324,0,0,,2312,0,0,
2022Q2,,S08000031,,S12000018,,All Day cases,,2423,0,0,,2405,0,0,
2022Q3,p,S08000031,,S12000018,,All Day cases,,2630,0,0,,2620,0,0,
2017Q3,,S08000031,,S08000031,d,All Day cases,,31458,0,0,,31223,0,0,
2017Q4,,S08000031,,S08000031,d,All Day cases,,32207,0,0,,31928,0,0,
2018Q1,,S08000031,,S08000031,d,All Day cases,,31345,0,0,,31129,0,0,
2018Q2,,S08000031,,S08000031,d,All Day cases,,32242,0,0,,32009,0,0,
2018Q3,,S08000031,,S08000031,d,All Day cases,,31581,0,0,,31364,0,0,
2018Q4,,S08000031,,S08000031,d,All Day cases,,32015,0,0,,31815,0,0,
2019Q1,,S08000031,,S08000031,d,All Day cases,,33136,0,0,,32866,0,0,
2019Q2,,S08000031,,S08000031,d,All Day cases,,31982,0,0,,31737,13,4.10E-04,
2019Q3,,S08000031,,S08000031,d,All Day cases,,33035,0,0,,32828,0,0,
2019Q4,,S08000031,,S08000031,d,All Day cases,,33312,0,0,,33093,5,1.51E-04,
2020Q1,,S08000031,,S08000031,d,All Day cases,,30769,0,0,,30554,0,0,
2020Q2,,S08000031,,S08000031,d,All Day cases,,9411,0,0,,9329,0,0,
2020Q3,,S08000031,,S08000031,d,All Day cases,,18505,0,0,,18371,0,0,
2020Q4,,S08000031,,S08000031,d,All Day cases,,22693,0,0,,22531,0,0,
2021Q1,,S08000031,,S08000031,d,All Day cases,,21942,0,0,,21809,0,0,
2021Q2,,S08000031,,S08000031,d,All Day cases,,26267,0,0,,26117,0,0,
2021Q3,,S08000031,,S08000031,d,All Day cases,,26920,0,0,,26752,0,0,
2021Q4,,S08000031,,S08000031,d,All Day cases,,27634,0,0,,27493,0,0,
2022Q1,,S08000031,,S08000031,d,All Day cases,,27180,0,0,,27050,0,0,
2022Q2,,S08000031,,S08000031,d,All Day cases,,28899,0,0,,28745,0,0,
2022Q3,p,S08000031,,S08000031,d,All Day cases,,30765,0,0,,30620,0,0,
2017Q3,,S08000031,,S12000038,,All Day cases,,4885,0,0,,4849,0,0,
2017Q4,,S08000031,,S12000038,,All Day cases,,4802,0,0,,4763,0,0,
2018Q1,,S08000031,,S12000038,,All Day cases,,4744,0,0,,4703,0,0,
2018Q2,,S08000031,,S12000038,,All Day cases,,4938,0,0,,4904,0,0,
2018Q3,,S08000031,,S12000038,,All Day cases,,4869,0,0,,4842,0,0,
2018Q4,,S08000031,,S12000038,,All Day cases,,5169,0,0,,5140,0,0,
2019Q1,,S08000031,,S12000038,,All Day cases,,5636,0,0,,5582,0,0,
2019Q2,,S08000031,,S12000038,,All Day cases,,4984,0,0,,4949,0,0,
2019Q3,,S08000031,,S12000038,,All Day cases,,5366,0,0,,5337,0,0,
